title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,rank_quartile
The Fisher Building,Chicago,"343 S Dearborn St, Chicago, IL 60604-4000",157,191,4,3,1,1,1,0,0,https://www.tripadvisor.com/Hotel_Review-g35805-d278717-Reviews-The_Fisher_Building-Chicago_Illinois.html,4
Royal Inn Dallas NW,Dallas,"2030 W Northwest Hwy, Dallas, TX 75220-2316",158,212,2,10,0,1,2,1,6,https://www.tripadvisor.com/Hotel_Review-g55711-d1994522-Reviews-Royal_Inn_Dallas_NW-Dallas_Texas.html,4
Chicago Lake Shore Hotel,Chicago,"4900 South Lake Shore Drive, Chicago, IL 60615-3277",159,191,2.5,137,13,20,33,16,37,https://www.tripadvisor.com/Hotel_Review-g35805-d90922-Reviews-Chicago_Lake_Shore_Hotel-Chicago_Illinois.html,4
Rodeway Inn Chicago,Chicago,"5952 N Lincoln Ave, Chicago, IL 60659-3739",160,191,3,51,5,9,15,10,10,https://www.tripadvisor.com/Hotel_Review-g35805-d6668939-Reviews-Rodeway_Inn_Chicago-Chicago_Illinois.html,4
Sleep Inn Addison,Dallas,"4005 Belt Line Road, Dallas, TX 75244",160,212,3,5,0,1,2,2,0,https://www.tripadvisor.com/Hotel_Review-g55711-d557588-Reviews-Sleep_Inn_Addison-Dallas_Texas.html,4
Chinatown Hotel,Chicago,"214 West 22nd Place, Chicago, IL 60616",161,191,2.5,205,13,34,48,25,44,https://www.tripadvisor.com/Hotel_Review-g35805-d488493-Reviews-Chinatown_Hotel-Chicago_Illinois.html,4
Love Field Hotel & Suites,Dallas,"1241 W Mockingbird Ln, Dallas, TX 75247-4901",161,212,2.5,324,33,31,62,78,113,https://www.tripadvisor.com/Hotel_Review-g55711-d217715-Reviews-Love_Field_Hotel_Suites-Dallas_Texas.html,4
InTown Suites Dallas / Market Center,Dallas,"8201 Brookriver Dr, Dallas, TX 75247-4005",162,212,2,7,1,0,0,2,3,https://www.tripadvisor.com/Hotel_Review-g55711-d224237-Reviews-InTown_Suites_Dallas_Market_Center-Dallas_Texas.html,4
Motel 6 Austin North,Austin,"9420 N Interstate 35, Austin, TX 78753-3701",163,205,2.5,43,3,5,10,7,16,https://www.tripadvisor.com/Hotel_Review-g30196-d226433-Reviews-Motel_6_Austin_North-Austin_Texas.html,4
Delaware Towers,Chicago,"25 E Delaware Pl, Chicago, IL 60611-1828",163,191,2.5,3,0,1,0,2,0,https://www.tripadvisor.com/Hotel_Review-g35805-d87600-Reviews-Delaware_Towers-Chicago_Illinois.html,4
NATIONAL AT 2929 WYCLIFF,Dallas,"2929 Wycliff Ave, Dallas, TX 75219-2651",163,212,2,1,0,0,0,1,0,https://www.tripadvisor.com/Hotel_Review-g55711-d1147227-Reviews-NATIONAL_AT_2929_WYCLIFF-Dallas_Texas.html,4
Studio 6 Austin Midtown,Austin,"6603 N Interstate 35, Austin, TX 78752-4305",164,205,2,23,0,5,2,5,10,https://www.tripadvisor.com/Hotel_Review-g30196-d239890-Reviews-Studio_6_Austin_Midtown-Austin_Texas.html,4
Studio 6 Dallas Garland-Northeast,Dallas,"9801 Adleta Ct, Dallas, TX 75243-9266",164,212,2,11,0,2,0,2,6,https://www.tripadvisor.com/Hotel_Review-g55711-d224235-Reviews-Studio_6_Dallas_Garland_Northeast-Dallas_Texas.html,4
Extended Stay America - Austin - Northwest - Research Park,Austin,"12424 Research Blvd, Austin, TX 78759-2315",165,205,3,127,28,21,16,18,44,https://www.tripadvisor.com/Hotel_Review-g30196-d217730-Reviews-Extended_Stay_America_Austin_Northwest_Research_Park-Austin_Texas.html,4
Express Studios,Dallas,"10333 Finnell St, Dallas, TX 75220-4366",165,212,2,13,1,1,0,3,8,https://www.tripadvisor.com/Hotel_Review-g55711-d9759081-Reviews-Express_Studios-Dallas_Texas.html,4
Americas Best Value Inn,Austin,"909 E Koenig Ln, Austin, TX 78751-1504",166,205,3,181,36,34,29,27,46,https://www.tripadvisor.com/Hotel_Review-g30196-d108988-Reviews-Americas_Best_Value_Inn-Austin_Texas.html,4
La Quinta Inn Austin South / IH35,Austin,"4200 I-35 South, Austin, TX 78745-1202",167,205,3,435,59,100,106,80,84,https://www.tripadvisor.com/Hotel_Review-g30196-d98438-Reviews-La_Quinta_Inn_Austin_South_IH35-Austin_Texas.html,4
Super 8 Dallas South,Dallas,"8541 S Hampton Rd, Dallas, TX 75232-5120",167,212,2,54,4,5,9,9,27,https://www.tripadvisor.com/Hotel_Review-g55711-d109309-Reviews-Super_8_Dallas_South-Dallas_Texas.html,4
Motel 6 Austin Central - South/Univ of Texas,Austin,"5330 North Interregional Highway, Austin, TX 78751",168,205,3,53,5,10,14,9,12,https://www.tripadvisor.com/Hotel_Review-g30196-d243756-Reviews-Motel_6_Austin_Central_South_Univ_of_Texas-Austin_Texas.html,4
Sunstone Inn,Dallas,"19373 Preston Rd, Dallas, TX 75252-2438",168,212,2,122,13,15,14,23,55,https://www.tripadvisor.com/Hotel_Review-g55711-d1176822-Reviews-Sunstone_Inn-Dallas_Texas.html,4
Super 8 Austin University / Downtown Area,Austin,"5526 North IH-35, Austin, TX 78751-1716",169,205,3,881,136,161,197,155,209,https://www.tripadvisor.com/Hotel_Review-g30196-d142017-Reviews-Super_8_Austin_University_Downtown_Area-Austin_Texas.html,4
AmeriGold Suites,Dallas,"13636 Goldmark Dr, Dallas, TX 75240-4246",169,212,3,7,1,2,1,1,2,https://www.tripadvisor.com/Hotel_Review-g55711-d98712-Reviews-AmeriGold_Suites-Dallas_Texas.html,4
La Quinta Inn Austin Oltorf,Austin,"1603 E Oltorf St, Austin, TX 78741-3814",170,205,2.5,376,45,44,88,84,107,https://www.tripadvisor.com/Hotel_Review-g30196-d98443-Reviews-La_Quinta_Inn_Austin_Oltorf-Austin_Texas.html,4
Garden Inn & Suites,Dallas,"10933 Harry Hines Blvd, Dallas, TX 75220-1315",170,212,2,2,0,0,1,0,0,https://www.tripadvisor.com/Hotel_Review-g55711-d2501834-Reviews-Garden_Inn_Suites-Dallas_Texas.html,4
Days Inn Austin South,Austin,"4220 S Interstate 35, Austin, TX 78745-1202",171,205,2.5,231,21,30,47,59,71,https://www.tripadvisor.com/Hotel_Review-g30196-d109013-Reviews-Days_Inn_Austin_South-Austin_Texas.html,4
Town House Motor Lodge,Dallas,"4150 Independence Dr, Dallas, TX 75237-2911",171,212,2,11,1,0,1,3,6,https://www.tripadvisor.com/Hotel_Review-g55711-d109455-Reviews-Town_House_Motor_Lodge-Dallas_Texas.html,4
Extended Stay America - Austin - Southwest,Austin,"5100 US Hwy 290 W, Austin, TX 78735",172,205,3,140,29,25,22,22,40,https://www.tripadvisor.com/Hotel_Review-g30196-d247103-Reviews-Extended_Stay_America_Austin_Southwest-Austin_Texas.html,4
Clarion Inn Austin North,Austin,"7928 Gessner Dr, Austin, TX 78753-6506",173,205,3.5,193,49,37,41,26,32,https://www.tripadvisor.com/Hotel_Review-g30196-d73763-Reviews-Clarion_Inn_Austin_North-Austin_Texas.html,4
Hotel Ocean,MiamiBeach,"1230 Ocean Dr, Miami Beach, FL 33139-4610",173,214,3.5,558,130,109,64,47,80,https://www.tripadvisor.com/Hotel_Review-g34439-d115186-Reviews-Hotel_Ocean-Miami_Beach_Florida.html,4
Days Inn Austin Crossroads,Austin,"820 E. Anderson Lane, Austin, TX 78752-1638",174,205,3,544,71,95,150,82,134,https://www.tripadvisor.com/Hotel_Review-g30196-d98413-Reviews-Days_Inn_Austin_Crossroads-Austin_Texas.html,4
University Inn Austin North,Austin,"7800 N Interstate 35, Austin, TX 78753-6522",175,205,2.5,143,4,24,42,27,45,https://www.tripadvisor.com/Hotel_Review-g30196-d1635868-Reviews-University_Inn_Austin_North-Austin_Texas.html,4
Hotel Eva,MiamiBeach,"1506 Collins Ave, Miami Beach, FL 33139-3111",175,214,3.5,66,2,11,8,4,4,https://www.tripadvisor.com/Hotel_Review-g34439-d1175334-Reviews-Hotel_Eva-Miami_Beach_Florida.html,4
Rodeway Inn University / Downtown,Austin,"2900 North I-35, Austin, TX 78705-3404",176,205,2,77,5,9,12,9,41,https://www.tripadvisor.com/Hotel_Review-g30196-d98467-Reviews-Rodeway_Inn_University_Downtown-Austin_Texas.html,4
The Mimosa Hotel,MiamiBeach,"6525 Collins Ave, Miami Beach, FL 33141-4755",176,214,3,547,23,36,26,27,36,https://www.tripadvisor.com/Hotel_Review-g34439-d558250-Reviews-The_Mimosa_Hotel-Miami_Beach_Florida.html,4
Motel 6 Austin South - Airport,Austin,"2707 Interregional Highway South, Austin, TX 78741",177,205,2.5,57,6,7,10,7,25,https://www.tripadvisor.com/Hotel_Review-g30196-d243922-Reviews-Motel_6_Austin_South_Airport-Austin_Texas.html,4
Adrian Hotels Miami Beach,MiamiBeach,"1060 Ocean Dr, Miami Beach, FL 33139-5014",177,214,4,1,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34439-d1159289-Reviews-Adrian_Hotels_Miami_Beach-Miami_Beach_Florida.html,4
Extended Stay America - Austin - Arboretum South,Austin,"9100 Waterford Centre Blvd, Austin, TX 78758-7674",178,205,2.5,99,13,18,14,9,45,https://www.tripadvisor.com/Hotel_Review-g30196-d217736-Reviews-Extended_Stay_America_Austin_Arboretum_South-Austin_Texas.html,4
Empire Condo Suites,MiamiBeach,"750 Collins Ave, Miami Beach, FL 33139-6260",178,214,4,1,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34439-d645090-Reviews-Empire_Condo_Suites-Miami_Beach_Florida.html,4
Crossland Studios - Austin West,Austin,"12621 Hymeadow Dr, Austin, TX 78729-2700",179,205,2,73,9,5,9,11,37,https://www.tripadvisor.com/Hotel_Review-g30196-d109001-Reviews-Crossland_Studios_Austin_West-Austin_Texas.html,4
Governor Hotel,MiamiBeach,"435 21st St, Miami Beach, FL 33139-1704",179,214,4,1,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34439-d111903-Reviews-Governor_Hotel-Miami_Beach_Florida.html,4
Motel 6 Austin - Midtown,Austin,"7100 North I-35, Austin, TX 78752",180,205,2,46,1,2,7,12,22,https://www.tripadvisor.com/Hotel_Review-g30196-d98441-Reviews-Motel_6_Austin_Midtown-Austin_Texas.html,4
Starlite Hotel,MiamiBeach,"750 Ocean Dr, Miami Beach, FL 33139-6220",180,214,3,544,47,101,88,50,78,https://www.tripadvisor.com/Hotel_Review-g34439-d86981-Reviews-Starlite_Hotel-Miami_Beach_Florida.html,4
Extended Stay America - Austin - North Central,Austin,"8221 North I-35, Austin, TX 78753",181,205,2,147,16,14,13,28,74,https://www.tripadvisor.com/Hotel_Review-g30196-d217731-Reviews-Extended_Stay_America_Austin_North_Central-Austin_Texas.html,4
The Castle Beach,MiamiBeach,"5445 Collins Ave, Miami Beach, FL 33140-2568",181,214,3,198,2,6,12,6,16,https://www.tripadvisor.com/Hotel_Review-g34439-d604945-Reviews-The_Castle_Beach-Miami_Beach_Florida.html,4
Fairmont Austin,Austin,"101 Red River St, Austin, TX 78701-4646",182,205,2,1,0,0,0,1,0,https://www.tripadvisor.com/Hotel_Review-g30196-d12300617-Reviews-Fairmont_Austin-Austin_Texas.html,4
The Beach Plaza Hotel,MiamiBeach,"1401 Collins Ave, Miami Beach, FL 33139-4103",182,214,3,505,47,78,90,33,82,https://www.tripadvisor.com/Hotel_Review-g34439-d87020-Reviews-The_Beach_Plaza_Hotel-Miami_Beach_Florida.html,4
Abae Hotel,MiamiBeach,"1215 West Ave, Miami Beach, FL 33139-4307",183,214,3.5,62,19,3,5,2,12,https://www.tripadvisor.com/Hotel_Review-g34439-d12023563-Reviews-Abae_Hotel-Miami_Beach_Florida.html,4
Days Resort Oceanfront Miami Beach N,MiamiBeach,"15811 Collins Ave, Miami Beach, FL 33160-4881",184,214,3,21,0,4,1,0,3,https://www.tripadvisor.com/Hotel_Review-g34439-d1164441-Reviews-Days_Resort_Oceanfront_Miami_Beach_N-Miami_Beach_Florida.html,4
Seacoast Suites Hotel,MiamiBeach,"5101 Collins Ave, Miami Beach, FL 33140-2738",185,214,3,348,18,28,29,23,70,https://www.tripadvisor.com/Hotel_Review-g34439-d120537-Reviews-Seacoast_Suites_Hotel-Miami_Beach_Florida.html,4
Century Hotel,MiamiBeach,"140 Ocean Dr, Miami Beach, FL 33139-7213",186,214,3.5,369,41,77,46,22,36,https://www.tripadvisor.com/Hotel_Review-g34439-d85070-Reviews-Century_Hotel-Miami_Beach_Florida.html,4
Adante Hotel,SanFrancisco,"610 Geary St, San Francisco, CA 94102-1647",186,231,3,750,37,146,142,75,67,https://www.tripadvisor.com/Hotel_Review-g60713-d80756-Reviews-Adante_Hotel-San_Francisco_California.html,3
Aqua Hotel,MiamiBeach,"1530 Collins Ave, Miami Beach, FL 33139-3111",187,214,3,126,9,5,5,2,9,https://www.tripadvisor.com/Hotel_Review-g34439-d217418-Reviews-Aqua_Hotel-Miami_Beach_Florida.html,4
Van Ness Inn Hotel,SanFrancisco,"2850 Van Ness Ave, San Francisco, CA 94109-1426",187,231,2.5,238,4,38,35,18,55,https://www.tripadvisor.com/Hotel_Review-g60713-d252811-Reviews-Van_Ness_Inn_Hotel-San_Francisco_California.html,3
Sherbrooke Hotel,MiamiBeach,"901 Collins Ave, Miami Beach, FL 33139-5058",188,214,3.5,215,66,54,22,12,8,https://www.tripadvisor.com/Hotel_Review-g34439-d145476-Reviews-Sherbrooke_Hotel-Miami_Beach_Florida.html,4
Minna Hotel,SanFrancisco,"509 Minna St, San Francisco, CA 94103-2893",188,231,2.5,190,9,25,36,20,32,https://www.tripadvisor.com/Hotel_Review-g60713-d626656-Reviews-Minna_Hotel-San_Francisco_California.html,3
Costa Galana Miami,MiamiBeach,"5445 Collins Ave, Miami Beach, FL 33140-2568",189,214,3,240,1,1,1,0,1,https://www.tripadvisor.com/Hotel_Review-g34439-d1637057-Reviews-Costa_Galana_Miami-Miami_Beach_Florida.html,4
Howard Johnson San Francisco Marina District,SanFrancisco,"1940 Lombard St, San Francisco, CA 94123-2807",189,231,2.5,237,19,42,53,38,47,https://www.tripadvisor.com/Hotel_Review-g60713-d82105-Reviews-Howard_Johnson_San_Francisco_Marina_District-San_Francisco_California.html,3
The Good Hotel,SanFrancisco,"112 7th St, San Francisco, CA 94103-2809",190,231,3,666,37,102,144,74,54,https://www.tripadvisor.com/Hotel_Review-g60713-d81959-Reviews-The_Good_Hotel-San_Francisco_California.html,4
Union Square Plaza Hotel,SanFrancisco,"432 Geary St, San Francisco, CA 94102-1223",191,231,3,534,22,76,97,55,58,https://www.tripadvisor.com/Hotel_Review-g60713-d80806-Reviews-Union_Square_Plaza_Hotel-San_Francisco_California.html,4
Villas at Shelborne,MiamiBeach,"1801 Collins Ave, Miami Beach, FL 33139-7414",192,214,3,24,4,2,1,4,6,https://www.tripadvisor.com/Hotel_Review-g34439-d10404016-Reviews-Villas_at_Shelborne-Miami_Beach_Florida.html,4
Mithila,SanFrancisco,"972 Sutter St, San Francisco, CA 94109-6025",192,231,2.5,283,6,37,47,29,75,https://www.tripadvisor.com/Hotel_Review-g60713-d240893-Reviews-Mithila-San_Francisco_California.html,4
Ocean Spray Hotel,MiamiBeach,"4130 Collins Ave, Miami Beach, FL 33140-3211",193,214,3,427,25,61,58,44,78,https://www.tripadvisor.com/Hotel_Review-g34439-d278075-Reviews-Ocean_Spray_Hotel-Miami_Beach_Florida.html,4
Twin Peaks Hotel,SanFrancisco,"2160 Market St, San Francisco, CA 94114-1319",193,231,3,66,4,10,15,4,10,https://www.tripadvisor.com/Hotel_Review-g60713-d603022-Reviews-Twin_Peaks_Hotel-San_Francisco_California.html,4
Surf Motel,SanFrancisco,"2265 Lombard St, San Francisco, CA 94123-2703",194,231,2.5,228,3,31,37,22,33,https://www.tripadvisor.com/Hotel_Review-g60713-d291071-Reviews-Surf_Motel-San_Francisco_California.html,4
Beach Park Hotel,MiamiBeach,"600 Ocean Dr, Miami Beach, FL 33139-6219",195,214,2.5,507,56,82,64,54,127,https://www.tripadvisor.com/Hotel_Review-g34439-d209721-Reviews-Beach_Park_Hotel-Miami_Beach_Florida.html,4
The Dakota Hotel,SanFrancisco,"606 Post St, San Francisco, CA 94109-8222",195,231,3,186,27,36,22,20,24,https://www.tripadvisor.com/Hotel_Review-g60713-d124967-Reviews-The_Dakota_Hotel-San_Francisco_California.html,4
Harrison Hotel,MiamiBeach,"411 Washington Ave, Miami Beach, FL 33139-6617",196,214,3,512,44,83,67,30,38,https://www.tripadvisor.com/Hotel_Review-g34439-d659490-Reviews-Harrison_Hotel-Miami_Beach_Florida.html,4
SF Plaza Hotel,SanFrancisco,"510 Bush St, San Francisco, CA 94108-3697",196,231,3,460,28,75,99,42,49,https://www.tripadvisor.com/Hotel_Review-g60713-d81976-Reviews-SF_Plaza_Hotel-San_Francisco_California.html,4
Hotel North Beach,SanFrancisco,"935 Kearny St, San Francisco, CA 94133-5156",197,231,2.5,346,15,48,76,38,45,https://www.tripadvisor.com/Hotel_Review-g60713-d217294-Reviews-Hotel_North_Beach-San_Francisco_California.html,4
Oasis Inn,SanFrancisco,"900 Franklin St, San Francisco, CA 94109-7796",198,231,2.5,202,3,17,32,14,25,https://www.tripadvisor.com/Hotel_Review-g60713-d81524-Reviews-Oasis_Inn-San_Francisco_California.html,4
Vantaggio Suites Jefferson Square,SanFrancisco,"835 Turk St, San Francisco, CA 94102-7100",199,231,2.5,12,1,1,0,2,1,https://www.tripadvisor.com/Hotel_Review-g60713-d674036-Reviews-Vantaggio_Suites_Jefferson_Square-San_Francisco_California.html,4
Calista Organic Hotel,SanFrancisco,"1485 Bush St, San Francisco, CA 94109-5520",200,231,3,133,31,26,14,10,33,https://www.tripadvisor.com/Hotel_Review-g60713-d8827516-Reviews-Calista_Organic_Hotel-San_Francisco_California.html,4
The Monarch Hotel,SanFrancisco,"1015 Geary St, San Francisco, CA 94109-6902",201,231,2.5,430,17,64,105,43,70,https://www.tripadvisor.com/Hotel_Review-g60713-d80788-Reviews-The_Monarch_Hotel-San_Francisco_California.html,4
Layne Hotel,SanFrancisco,"545 Jones St, San Francisco, CA 94102-2007",202,231,3,262,45,46,30,28,59,https://www.tripadvisor.com/Hotel_Review-g60713-d224957-Reviews-Layne_Hotel-San_Francisco_California.html,4
Americas Best Value Inn & Suites-SOMA,SanFrancisco,"10 Hallam St, San Francisco, CA 94103-3907",203,231,3,170,10,41,29,20,34,https://www.tripadvisor.com/Hotel_Review-g60713-d288687-Reviews-Americas_Best_Value_Inn_Suites_SOMA-San_Francisco_California.html,4
Civic Center Motor Inn,SanFrancisco,"364 9th St, San Francisco, CA 94103-3836",204,231,3,348,52,65,65,36,41,https://www.tripadvisor.com/Hotel_Review-g60713-d80879-Reviews-Civic_Center_Motor_Inn-San_Francisco_California.html,4
Aida Hotel,SanFrancisco,"1087 Market St, San Francisco, CA 94103-1605",205,231,2.5,359,13,26,70,49,63,https://www.tripadvisor.com/Hotel_Review-g60713-d291689-Reviews-Aida_Hotel-San_Francisco_California.html,4
Quality Suites Otay Mesa,SanDiego,"2351 Otay Center Dr, San Diego, CA 92154-7640",214,286,4,78,29,18,10,8,5,https://www.tripadvisor.com/Hotel_Review-g60750-d83322-Reviews-Quality_Suites_Otay_Mesa-San_Diego_California.html,4
Comfort Suites San Diego Miramar,SanDiego,"9880 Mira Mesa Blvd, San Diego, CA 92131-1025",215,286,3.5,251,67,68,49,25,31,https://www.tripadvisor.com/Hotel_Review-g60750-d83895-Reviews-Comfort_Suites_San_Diego_Miramar-San_Diego_California.html,4
Beachcomber Shores,SanDiego,"907 Turquoise St, San Diego, CA 92109-1145",216,286,3.5,22,6,4,3,2,5,https://www.tripadvisor.com/Hotel_Review-g60750-d79896-Reviews-Beachcomber_Shores-San_Diego_California.html,4
Navajo Lodge,SanDiego,"5721 El Cajon Blvd, San Diego, CA 92115-3738",217,286,3,6,2,1,0,1,2,https://www.tripadvisor.com/Hotel_Review-g60750-d2239487-Reviews-Navajo_Lodge-San_Diego_California.html,4
Prime Inn San Diego,SanDiego,"1722 Palm Ave, San Diego, CA 92154-1149",219,286,3,8,1,3,1,0,2,https://www.tripadvisor.com/Hotel_Review-g60750-d224489-Reviews-Prime_Inn_San_Diego-San_Diego_California.html,4
Motel 6 San Diego Hotel Circle- Mission Valley,SanDiego,"2424 Hotel Cir N, San Diego, CA 92108-2811",223,286,3,192,15,35,43,32,41,https://www.tripadvisor.com/Hotel_Review-g60750-d80246-Reviews-Motel_6_San_Diego_Hotel_Circle_Mission_Valley-San_Diego_California.html,4
Extended Stay America - San Diego - Mission Valley - Stadium,SanDiego,"3860 Murphy Canyon Rd, San Diego, CA 92123-4403",224,286,3.5,135,49,27,22,10,25,https://www.tripadvisor.com/Hotel_Review-g60750-d247027-Reviews-Extended_Stay_America_San_Diego_Mission_Valley_Stadium-San_Diego_California.html,4
Super 8 San Diego/Imperial Beach,SanDiego,"1788 Palm Ave, San Diego, CA 92154-1149",225,286,2.5,282,29,44,60,51,86,https://www.tripadvisor.com/Hotel_Review-g60750-d119726-Reviews-Super_8_San_Diego_Imperial_Beach-San_Diego_California.html,4
Motel 6 San Diego Airport - Harbor,SanDiego,"2353 Pacific Hwy, San Diego, CA 92101-1746",226,286,2.5,164,9,24,50,23,29,https://www.tripadvisor.com/Hotel_Review-g60750-d80615-Reviews-Motel_6_San_Diego_Airport_Harbor-San_Diego_California.html,4
Extended Stay America - San Diego - Sorrento Mesa,SanDiego,"9880 Pacific Heights Blvd, San Diego, CA 92121-4702",227,286,3.5,117,41,24,13,11,26,https://www.tripadvisor.com/Hotel_Review-g60750-d223027-Reviews-Extended_Stay_America_San_Diego_Sorrento_Mesa-San_Diego_California.html,4
California Suites Hotel,SanDiego,"5415 Clairemont Mesa Blvd, San Diego, CA 92117-2308",229,286,3,322,38,86,48,32,48,https://www.tripadvisor.com/Hotel_Review-g60750-d79880-Reviews-California_Suites_Hotel-San_Diego_California.html,4
Americas Best Value Inn Loma Lodge,SanDiego,"3202 Rosecrans Street, San Diego, CA 92110",232,286,3.5,206,61,37,38,12,29,https://www.tripadvisor.com/Hotel_Review-g60750-d119753-Reviews-Americas_Best_Value_Inn_Loma_Lodge-San_Diego_California.html,4
